date,instance,distance,daily_centroid,district,event_type
2008-03-14,314165,0.5976007642509527,"[ 1.35820983e+03  1.47968503e+03  1.00318629e+02  5.21277486e+02
  9.16251429e+00  2.87605486e+02  3.73673821e+01 -1.19327113e+02
  3.73637543e+01 -1.19313311e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-03-14,89216,0.6027308182033211,"[ 1.34075689e+03  1.46260668e+03  7.57104499e+01  2.89513062e+02
  6.10377358e+00  3.20551524e+02  4.20760290e+01 -8.84374596e+01
  4.20801582e+01 -8.84649750e+01  0.00000000e+00  1.00000000e+00]",Midwest,centroid
2008-03-16,28490,1.9218343974752057,"[ 1.38179941e+03  1.46588496e+03  8.19616519e+01  2.37011799e+02
  1.53539823e+01  4.26805310e+02  4.15380041e+01 -7.38699028e+01
  4.15103418e+01 -7.39187303e+01  1.00000000e+00  1.00000000e+00]",Northeast,centroid
2008-03-20,96782,0.5861050713720518,"[ 1.34384604e+03  1.46587945e+03  7.56862745e+01  2.89233842e+02
  8.34495280e+00  3.24192447e+02  4.20760255e+01 -8.84044465e+01
  4.20703942e+01 -8.84254671e+01  0.00000000e+00  1.00000000e+00]",Midwest,centroid
2008-03-21,727619,0.6047171940044422,"[1317.00876808 1510.17032004  169.57540552 1035.53649715   13.4483779
  431.49254713   37.31173564  -89.06060735   37.28156216  -89.05346114
    0.            0.        ]",Global,centroid
2008-03-21,343745,0.6010388736147222,"[ 1.35704421e+03  1.47913309e+03  9.99831358e+01  5.18248405e+02
  8.29854148e+00  2.93685962e+02  3.73702845e+01 -1.19269313e+02
  3.73620946e+01 -1.19271737e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-03-21,339514,0.5637390609265812,"[ 1.32538240e+03  1.47103554e+03  9.80752523e+01  4.86246599e+02
  7.59938570e+00  3.36633611e+02  3.28356883e+01 -8.75816055e+01
  3.28294238e+01 -8.75895695e+01  0.00000000e+00  1.00000000e+00]",South,centroid
2008-03-27,783652,0.5751843890889794,"[1321.22049137 1517.25718766  167.9781495  1020.34992159    9.29785677
  413.060115     37.42861027  -88.90604693   37.44204376  -88.89483948
    0.            0.        ]",Global,centroid
2008-03-27,365399,0.5642460724711239,"[ 1.33357744e+03  1.47810038e+03  9.78080488e+01  4.84514131e+02
  6.53606150e+00  3.39610671e+02  3.28176655e+01 -8.76809233e+01
  3.28103972e+01 -8.76929238e+01  0.00000000e+00  1.00000000e+00]",South,centroid
2008-03-28,373261,0.5976181753525012,"[ 1.35437954e+03  1.47600639e+03  1.00055720e+02  5.18987668e+02
  9.29435944e+00  2.99734871e+02  3.73584584e+01 -1.19246642e+02
  3.73460475e+01 -1.19244137e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-03-28,106512,0.5712828987350085,"[ 1.34740735e+03  1.46938750e+03  7.54948529e+01  2.88608088e+02
  1.21007353e+01  3.28009559e+02  4.20724796e+01 -8.84039553e+01
  4.20698402e+01 -8.84012391e+01  0.00000000e+00  1.00000000e+00]",Midwest,centroid
2008-03-28,33259,0.6182405587334622,"[ 1.32910981e+03  1.42471729e+03  8.23364486e+01  2.36350467e+02
  1.51518692e+01  3.20226636e+02  4.14822444e+01 -7.38764042e+01
  4.14728528e+01 -7.38407822e+01  0.00000000e+00  1.00000000e+00]",Northeast,centroid
2008-04-03,114013,0.5881417643083565,"[ 1.33844904e+03  1.45856593e+03  7.46286529e+01  2.86689950e+02
  9.15538133e+00  3.19803991e+02  4.20754295e+01 -8.84138782e+01
  4.20754668e+01 -8.84157323e+01  0.00000000e+00  1.00000000e+00]",Midwest,centroid
2008-04-03,35507,0.5432665777277178,"[ 1.33926555e+03  1.43399761e+03  8.20047847e+01  2.36550239e+02
  6.54066986e+00  3.52830144e+02  4.14747092e+01 -7.38463918e+01
  4.14686640e+01 -7.38188167e+01  0.00000000e+00  1.00000000e+00]",Northeast,centroid
2008-04-04,402811,0.5893410752395966,"[ 1.35605280e+03  1.47851525e+03  9.91761493e+01  5.16742148e+02
  9.47633136e+00  2.91385753e+02  3.72581057e+01 -1.19558130e+02
  3.72567743e+01 -1.19555474e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-04-10,38183,0.5780117193405018,"[ 1.34039618e+03  1.43383532e+03  8.15059666e+01  2.34520286e+02
  1.19976134e+01  3.24622912e+02  4.14637386e+01 -7.38785776e+01
  4.14703491e+01 -7.38520758e+01  0.00000000e+00  1.00000000e+00]",Northeast,centroid
2008-04-11,922023,0.6017302043766518,"[1322.51828282 1516.77888038  165.85805199 1015.47891274   13.30298781
  414.38733686   37.50169169  -88.63723975   37.48944604  -88.64698059
    0.            0.        ]",Global,centroid
2008-04-11,432190,0.6013818474271142,"[ 1.35523926e+03  1.47754273e+03  9.91042048e+01  5.17159735e+02
  6.70429616e+00  2.92335238e+02  3.72197526e+01 -1.19588513e+02
  3.72260289e+01 -1.19570341e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-04-11,429682,0.5788381132837177,"[ 1.32803179e+03  1.47274798e+03  9.59900944e+01  4.76444828e+02
  1.03826307e+01  3.42647777e+02  3.28649186e+01 -8.74995748e+01
  3.28442391e+01 -8.74844873e+01  0.00000000e+00  1.00000000e+00]",South,centroid
2008-04-17,455643,0.5787872712063404,"[ 1.31854802e+03  1.46461007e+03  9.66294988e+01  4.81708987e+02
  4.54758225e+00  3.41595496e+02  3.28870099e+01 -8.76137203e+01
  3.28785224e+01 -8.75986611e+01  0.00000000e+00  1.00000000e+00]",South,centroid
2008-04-17,40924,0.5673284075562859,"[ 1.32808545e+03  1.42375751e+03  8.20000000e+01  2.37722864e+02
  3.10623557e+00  3.49030023e+02  4.14699954e+01 -7.39002628e+01
  4.14762306e+01 -7.38544477e+01  0.00000000e+00  1.00000000e+00]",Northeast,centroid
2008-04-18,987468,0.590196493787713,"[1324.06267338 1519.60125347  165.07109833 1008.32836741    5.35775198
  396.30894894   37.53192135  -88.76859055   37.54203247  -88.73470253
    0.            0.        ]",Global,centroid
2008-04-18,461589,0.6018049688235401,"[ 1.35308788e+03  1.47635791e+03  9.88692079e+01  5.15077836e+02
  6.83428441e+00  2.92700068e+02  3.72609780e+01 -1.19543123e+02
  3.72485838e+01 -1.19561026e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-04-18,134464,0.6378041966811893,"[ 1.33412747e+03  1.45067485e+03  7.21165644e+01  2.82238582e+02
  6.63053851e+00  3.26413088e+02  4.21122883e+01 -8.84493538e+01
  4.21103482e+01 -8.84587890e+01  0.00000000e+00  1.00000000e+00]",Midwest,centroid
2008-04-24,142863,0.6293409086778609,"[ 1.33052642e+03  1.44685569e+03  7.20745257e+01  2.81858401e+02
  8.43766938e+00  3.10658537e+02  4.21266624e+01 -8.84280417e+01
  4.21188071e+01 -8.84381408e+01  0.00000000e+00  1.00000000e+00]",Midwest,centroid
2008-04-24,43696,0.5664266057131718,"[ 1.32832394e+03  1.42286620e+03  8.19600939e+01  2.37143192e+02
  3.57042254e+00  3.44302817e+02  4.14899366e+01 -7.38549382e+01
  4.14872761e+01 -7.38098459e+01  0.00000000e+00  1.00000000e+00]",Northeast,centroid
2008-04-25,1052698,0.5760158818568252,"[1310.55727456 1507.04461164  165.74239695 1014.24499311    8.1838508
  418.37575501   37.47396821  -88.80797598   37.47129648  -88.84046219
    0.            0.        ]",Global,centroid
2008-04-25,491034,0.596930103355257,"[ 1.35193141e+03  1.47513832e+03  9.90733882e+01  5.16679698e+02
  7.42524005e+00  2.92572245e+02  3.71166295e+01 -1.19440784e+02
  3.71052537e+01 -1.19432004e+02  0.00000000e+00  1.00000000e+00]",West,centroid
2008-04-25,490689,0.5683182255715828,"[ 1.32055335e+03  1.46642682e+03  9.69093339e+01  4.84286478e+02
  8.98084206e+00  3.40116284e+02  3.28897530e+01 -8.76037104e+01
  3.28813438e+01 -8.75895862e+01  0.00000000e+00  1.00000000e+00]",South,centroid
